date,description,amount,type,category,source,month,year
2025-07-26,CVS/PHARMACY,-21.34,Sale,Health,fake_creditcard_1,2025-07,2025
2025-07-26,TARGET #218,-72.97,Sale,Shopping,fake_creditcard_1,2025-07,2025
2025-07-26,DoorDash,-46.77,Debit,Food & Drink,fake_checking_account,2025-07,2025
2025-07-27,MUSEUM,-41.1,Sale,Entertainment,fake_creditcard_1,2025-07,2025
2025-07-28,LULULEMON,-97.42,Sale,Shopping,fake_creditcard_1,2025-07,2025
2025-07-28,COSTCO GAS #0422,-35.33,Debit,Vehicle Services,fake_creditcard2,2025-07,2025
2025-07-29,SWEETGREEN,-24.27,Sale,Food & Drink,fake_creditcard_1,2025-07,2025
2025-07-29,LULULEMON,-147.39,Sale,Shopping,fake_creditcard_1,2025-07,2025
2025-08-01,Rent Payment – Property Mgmt,-2232.07,Debit,Housing,fake_checking_account,2025-08,2025
2025-08-01,AIRBNB,-282.38,Sale,Travel,fake_creditcard_1,2025-08,2025
2025-08-01,ACH Credit ACME CORP – PAYROLL,3083.26,Credit,Payroll,fake_checking_account,2025-08,2025
2025-08-02,LYFT 1 RIDE 08-02,-13.79,Sale,Travel,fake_creditcard_1,2025-08,2025
2025-08-02,BALSMIQ,-9.63,Sale,Shopping,fake_creditcard_1,2025-08,2025
2025-08-04,Whole Foods Market,-98.55,Debit,Groceries,fake_checking_account,2025-08,2025
2025-08-04,COSTCO GAS #0422,-55.49,Debit,Vehicle Services,fake_creditcard2,2025-08,2025
2025-08-06,SP ALLBIRDS,-85.96,Sale,Shopping,fake_creditcard_1,2025-08,2025
2025-08-07,Citibank Card Payment,-43.21,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-08,Comcast Internet Service,-82.31,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-08,SQ *LA TAQUERIA,-16.81,Sale,Food & Drink,fake_creditcard_1,2025-08,2025
2025-08-09,AIRBNB,-302.53,Sale,Travel,fake_creditcard_1,2025-08,2025
2025-08-11,SQ *LA TAQUERIA,-11.58,Sale,Food & Drink,fake_creditcard_1,2025-08,2025
2025-08-11,COSTCO GAS #0422,-47.78,Debit,Vehicle Services,fake_creditcard2,2025-08,2025
2025-08-12,DOORDASH,-52.53,Sale,Food & Drink,fake_creditcard_1,2025-08,2025
2025-08-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-08,2025
2025-08-13,AT&T Wireless Payment,-105.6,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-15,ACH Credit ACME CORP – PAYROLL,3220.77,Credit,Payroll,fake_checking_account,2025-08,2025
2025-08-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-08,2025
2025-08-17,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2025-08,2025
2025-08-18,CITY PARKING METER,-16.62,Debit,Transportation,fake_creditcard2,2025-08,2025
2025-08-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-21,Chase Sapphire Payment,-1402.7,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-21,BARNES & NOBLE,-53.83,Sale,Shopping,fake_creditcard_1,2025-08,2025
2025-08-21,UBER TRIP,-20.43,Sale,Travel,fake_creditcard_1,2025-08,2025
2025-08-22,Citibank Card Payment,-103.27,Debit,Credit Card Payment,fake_checking_account,2025-08,2025
2025-08-23,Electric Company Bill,-160.38,Debit,Utilities,fake_checking_account,2025-08,2025
2025-08-24,AIRBNB,-279.09,Sale,Travel,fake_creditcard_1,2025-08,2025
2025-08-25,COSTCO GAS #0422,-61.19,Debit,Vehicle Services,fake_creditcard2,2025-08,2025
2025-08-26,GOOGLE *YOUTUBE,-18.31,Sale,Subscriptions,fake_creditcard_1,2025-08,2025
2025-08-27,SQ *THE BOUNCE PLACE,-20.42,Sale,Entertainment,fake_creditcard_1,2025-08,2025
2025-08-29,ACH Credit ACME CORP – PAYROLL,3236.58,Credit,Payroll,fake_checking_account,2025-08,2025
2025-08-29,CHIPOTLE,-14.39,Sale,Food & Drink,fake_creditcard_1,2025-08,2025
2025-08-31,TICKETMASTER,-105.88,Sale,Entertainment,fake_creditcard_1,2025-08,2025
2025-09-01,Rent Payment – Property Mgmt,-2349.58,Debit,Housing,fake_checking_account,2025-09,2025
2025-09-01,ATT*BILL PAYMENT 800-288-2020 TX,-109.56,Debit,Services,fake_creditcard2,2025-09,2025
2025-09-05,GOOGLE *YOUTUBE,-12.27,Sale,Subscriptions,fake_creditcard_1,2025-09,2025
2025-09-06,CVS/PHARMACY,-16.45,Sale,Health,fake_creditcard_1,2025-09,2025
2025-09-08,Comcast Internet Service,-76.72,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-09,Citibank Card Payment,-77.81,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-10,Uber Trip,-24.15,Debit,Transportation,fake_checking_account,2025-09,2025
2025-09-12,ACH Credit ACME CORP – PAYROLL,3129.4,Credit,Payroll,fake_checking_account,2025-09,2025
2025-09-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-09,2025
2025-09-12,GOOGLE *YOUTUBE,-11.96,Sale,Subscriptions,fake_creditcard_1,2025-09,2025
2025-09-13,AT&T Wireless Payment,-102.78,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-13,AMAZON.COM ORDER 586787,-87.9,Sale,Shopping,fake_creditcard_1,2025-09,2025
2025-09-14,AMC THEATRES,-35.09,Sale,Entertainment,fake_creditcard_1,2025-09,2025
2025-09-15,DOORDASH,-43.15,Sale,Food & Drink,fake_creditcard_1,2025-09,2025
2025-09-15,COSTCO GAS #0422,-30.57,Debit,Vehicle Services,fake_creditcard2,2025-09,2025
2025-09-16,DoorDash,-43.08,Debit,Food & Drink,fake_checking_account,2025-09,2025
2025-09-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-09,2025
2025-09-17,REI,-56.63,Sale,Shopping,fake_creditcard_1,2025-09,2025
2025-09-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-20,DOORDASH,-47.56,Sale,Food & Drink,fake_creditcard_1,2025-09,2025
2025-09-21,SQ *LA TAQUERIA,-6.0,Sale,Food & Drink,fake_creditcard_1,2025-09,2025
2025-09-21,Chase Sapphire Payment,-1303.55,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-22,ATT*BILL PAYMENT 800-288-2020 TX,-95.9,Debit,Services,fake_creditcard2,2025-09,2025
2025-09-22,STARBUCKS,-6.06,Sale,Food & Drink,fake_creditcard_1,2025-09,2025
2025-09-23,Citibank Card Payment,-140.13,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-23,Electric Company Bill,-119.79,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-26,ACH Credit ACME CORP – PAYROLL,3514.62,Credit,Payroll,fake_checking_account,2025-09,2025
2025-09-29,COSTCO GAS #0422,-46.99,Debit,Vehicle Services,fake_creditcard2,2025-09,2025
2025-09-29,BARNES & NOBLE,-28.24,Sale,Shopping,fake_creditcard_1,2025-09,2025
2025-10-01,Rent Payment – Property Mgmt,-2281.41,Debit,Housing,fake_checking_account,2025-10,2025
2025-10-03,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2025-10,2025
2025-10-04,CVS Pharmacy,-37.4,Debit,Health,fake_checking_account,2025-10,2025
2025-10-08,GOOGLE *YOUTUBE,-18.01,Sale,Subscriptions,fake_creditcard_1,2025-10,2025
2025-10-08,Comcast Internet Service,-79.73,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-10,ACH Credit ACME CORP – PAYROLL,3389.26,Credit,Payroll,fake_checking_account,2025-10,2025
2025-10-10,Citibank Card Payment,-80.3,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-10,2025
2025-10-12,Citibank Card Payment,-62.59,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-12,NIKE.COM,-25.0,Sale,Shopping,fake_creditcard_1,2025-10,2025
2025-10-13,AT&T Wireless Payment,-100.25,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-15,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2025-10,2025
2025-10-16,GOOGLE *YOUTUBE,-13.54,Sale,Subscriptions,fake_creditcard_1,2025-10,2025
2025-10-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-10,2025
2025-10-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-20,CITY PARKING METER,-24.11,Debit,Transportation,fake_creditcard2,2025-10,2025
2025-10-20,CONCERT VENUE,-112.82,Sale,Entertainment,fake_creditcard_1,2025-10,2025
2025-10-20,LULULEMON,-66.28,Sale,Shopping,fake_creditcard_1,2025-10,2025
2025-10-21,Chase Sapphire Payment,-368.87,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-21,WALGREENS,-44.51,Sale,Health,fake_creditcard_1,2025-10,2025
2025-10-22,AMC THEATRES,-26.71,Sale,Entertainment,fake_creditcard_1,2025-10,2025
2025-10-23,Electric Company Bill,-125.5,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-24,ACH Credit ACME CORP – PAYROLL,3266.85,Credit,Payroll,fake_checking_account,2025-10,2025
2025-10-27,CVS/PHARMACY,-18.71,Sale,Health,fake_creditcard_1,2025-10,2025
2025-10-31,AMC THEATRES,-20.23,Sale,Entertainment,fake_creditcard_1,2025-10,2025
2025-10-31,AMC THEATRES,-49.89,Sale,Entertainment,fake_creditcard_1,2025-10,2025
2025-11-01,Rent Payment – Property Mgmt,-2425.08,Debit,Housing,fake_checking_account,2025-11,2025
2025-11-01,MUSEUM,-32.72,Sale,Entertainment,fake_creditcard_1,2025-11,2025
2025-11-03,COSTCO GAS #0422,-66.62,Debit,Vehicle Services,fake_creditcard2,2025-11,2025
2025-11-05,AMC THEATRES,-39.08,Sale,Entertainment,fake_creditcard_1,2025-11,2025
2025-11-07,Citibank Card Payment,-24.11,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-07,ACH Credit ACME CORP – PAYROLL,3113.17,Credit,Payroll,fake_checking_account,2025-11,2025
2025-11-08,UNITED AIRLINES,-401.16,Sale,Travel,fake_creditcard_1,2025-11,2025
2025-11-08,Comcast Internet Service,-81.13,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-08,HOTEL RETURN,225.7,Refund,Travel,fake_creditcard_1,2025-11,2025
2025-11-08,DOORDASH,-35.49,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-10,COSTCO GAS #0422,-49.98,Debit,Vehicle Services,fake_creditcard2,2025-11,2025
2025-11-10,TARGET #15,-99.14,Sale,Shopping,fake_creditcard_1,2025-11,2025
2025-11-11,SWEETGREEN,-20.73,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-11,2025
2025-11-12,CHIPOTLE,-13.22,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-13,AT&T Wireless Payment,-111.89,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-13,AMAZON.COM RETURN,50.81,Refund,Shopping,fake_creditcard_1,2025-11,2025
2025-11-15,STARBUCKS,-10.51,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-17,CITY PARKING METER,-7.12,Debit,Transportation,fake_creditcard2,2025-11,2025
2025-11-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-11,2025
2025-11-17,DOORDASH,-55.48,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-21,Chase Sapphire Payment,-427.68,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-21,ACH Credit ACME CORP – PAYROLL,3325.31,Credit,Payroll,fake_checking_account,2025-11,2025
2025-11-21,LULULEMON,-130.53,Sale,Shopping,fake_creditcard_1,2025-11,2025
2025-11-23,Electric Company Bill,-176.75,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-23,REI RETURN,126.42,Refund,Shopping,fake_creditcard_1,2025-11,2025
2025-11-24,COSTCO GAS #0422,-43.86,Debit,Vehicle Services,fake_creditcard2,2025-11,2025
2025-11-24,CHIPOTLE,-15.86,Sale,Food & Drink,fake_creditcard_1,2025-11,2025
2025-11-25,Citibank Card Payment,-56.53,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-26,Citibank Card Payment,-60.07,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-29,SQ *THE BOUNCE PLACE,-14.34,Sale,Entertainment,fake_creditcard_1,2025-11,2025
2025-11-30,Whole Foods Market,-81.18,Debit,Groceries,fake_checking_account,2025-11,2025
2025-12-01,ATT*BILL PAYMENT 800-288-2020 TX,-103.84,Debit,Services,fake_creditcard2,2025-12,2025
2025-12-01,Rent Payment – Property Mgmt,-2263.88,Debit,Housing,fake_checking_account,2025-12,2025
2025-12-02,TICKETMASTER,-96.41,Sale,Entertainment,fake_creditcard_1,2025-12,2025
2025-12-03,WALGREENS,-50.91,Sale,Health,fake_creditcard_1,2025-12,2025
2025-12-05,ACH Credit ACME CORP – PAYROLL,3354.15,Credit,Payroll,fake_checking_account,2025-12,2025
2025-12-07,TRADER JOE'S #581,-57.65,Sale,Groceries,fake_creditcard_1,2025-12,2025
2025-12-08,Comcast Internet Service,-76.86,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-08,Citibank Card Payment,-57.56,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-10,INSTACART,-103.28,Sale,Groceries,fake_creditcard_1,2025-12,2025
2025-12-12,MUSEUM,-36.28,Sale,Entertainment,fake_creditcard_1,2025-12,2025
2025-12-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-12,2025
2025-12-13,AT&T Wireless Payment,-97.78,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-14,BARNES & NOBLE,-49.16,Sale,Shopping,fake_creditcard_1,2025-12,2025
2025-12-15,ATT*BILL PAYMENT 800-288-2020 TX,-112.17,Debit,Services,fake_creditcard2,2025-12,2025
2025-12-15,SEPHORA,-76.63,Sale,Shopping,fake_creditcard_1,2025-12,2025
2025-12-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-12,2025
2025-12-17,WALGREENS,-35.5,Sale,Health,fake_creditcard_1,2025-12,2025
2025-12-19,ACH Credit ACME CORP – PAYROLL,3359.43,Credit,Payroll,fake_checking_account,2025-12,2025
2025-12-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-20,Citibank Card Payment,-223.16,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-21,Chase Sapphire Payment,-465.33,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-22,DOORDASH,-39.7,Sale,Food & Drink,fake_creditcard_1,2025-12,2025
2025-12-22,CITY PARKING METER,-20.7,Debit,Transportation,fake_creditcard2,2025-12,2025
2025-12-23,Electric Company Bill,-130.14,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-25,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2025-12,2025
2025-12-29,COSTCO GAS #0422,-29.91,Debit,Vehicle Services,fake_creditcard2,2025-12,2025
